Taschenlampen Schlacht;Geländespiele;6 -x Spieler*Innen;12;Kreppapier, Tschenlampen für jeden*e Mitspieler;"Die Taschenlampen-Schlacht ist ein besonders einfaches Geländespiel für dunkle Wintertage oder auch in der 
Dämmerung im Sommer. Bei diesem Nacht-Geländespiel spielen ausnahmsweise nicht zwei Gruppen gegeneinander, sondern jeder Spieler ist auf sich alleine gestellt. Das Spiel findet am besten in einem abgegrenzten Bereich im Wald statt, oder auf einem Gelände, das nicht allzu übersichtlich ist, um es den Spielern nicht zu leicht zu machen. Bevor es losgeht, bekommt jeder Spieler fünf Kreppstreifen sichtbar auf die Jacke geklebt, jeder stattet sich mit einer Taschenlampe aus und dann geht es los.

Die Spieler machen sich im Gelände auf die Socken und versuchen mit dem Lichtkegel der Taschenlampe andere Spieler zu erwischen, möglichst ohne dabei selbst erwischt zuwerden. Jeder, der angeleuchtet wird, muss dem entsprechenden Gegenspieler einen Kreppstreifen von sich abgeben.

Achtung: in dem Moment der Übergabe des Kreppstreifens darf man die beiden Spieler nicht anleuchten.

Am Ende der Spielzeit werden dann die Kreppstreifen gezählt und die Spieler mit den meisten Streifen haben gewonnen."
Capture the Zaubertrank ;Geländespiele;12-x Spieler*Innen;6;Zaubertränke, Lebensstreifen in rot, gelb, grün, blau, Theaterschminke in rot, gelb, grün, blau, Tabellenfür jedes Team wer wen schlägt, Schlumpfkostüme, für Zauberschlümpfe einen Zauberstab;"10 Schlümpfe (Betreuer, die mitspielen, wobei ein Schlumpf aus jedem Team immer im Lagerbleibt), 2 Zauberschlümpfe (Betreuer, die Kinder aus „gefrorenem Zustand“ erlösen können), 2 Richterschlümpfe (Betreuer, die Schiedsrichter sind), Kinder als LäuferSchlumpfine begrüßt zu den diesjährigen Schlumpfspielen. Dieses Jahr geht es darum den Zaubertrank seines Teams zu verteidigen.

-Die Gruppe wird in vier Teams eingeteilt (Team blau, rot, grün, gelb).
-Jedes Team hat neben den Kindern 2-3 Schlümpfe (Betreuer) im Team.
-Alle Teams bekommen einen „Drink“ (Zaubertrank) in der jeweiligen Teamfarbe, einen kleinen Topf Theaterschminke ebenfalls in der jeweiligen Farbe und Lebensstreifen in der jeweiligen Farbe
-Jede Gruppe darf sich eine kleine Kriegsbemalung ins Gesicht malen, damit die Gruppeneinteilung verständlich ist
-Jede Gruppe darf den Zaubertrank beliebigverstecken. Er darf nicht vergraben werden und nicht höher als 1 Meter versteckt sein
-Nach dem Startschuss muss jede Gruppe versuchen einen Zaubertrank von einer anderen Gruppe zu finden
-Wichtig dabei ist, dass der eigene Zaubertrank nicht gefunden wirdund jeder immer einen Lebensstreifen dabei hat
-Wenn man seinen Gegner tickt, dann muss dieser stehen bleiben bzw. „einfrieren“ und seinen Lebensstreifen an den Gegner abgeben
-Allerdings kann jedes Team nur von einem anderem Team Streifen bekommen Blau schlägt grün, grün schlägt rot, rot schlägt gelb und gelb schlägt blau
-Aus seiner Starre wird man nur durch Zauberschlümpfe erlöst, anschließend muss man sich aus dem Lager einen neuen Lebensstreifen holen
-Hat man einen Gegner getickt und seinen Lebensstreifen erhalten, muss dieser umgehend ins Lager gebracht werden
-Sollte jemand mit zusätzlichen gegnerischen Streifen getickt werden, muss dieser alle Streifen, die er bei sich trägt, abgeben
-Der Zaubertrank kann nur mit gültigem Lebensstreifen gefunden und ins Lager zurückgebracht werden
-Sollte jemand getickt werden, der einen Zaubertrank dabeihat, muss er diesen mit seinem Lebensstreifen abgeben
-Das Spiel endet, sobald ein Zaubertrank gefunden und ins Lager gebracht worden ist
-Gewinnen tut das Team, welches einen gegnerischen Zaubertrank als erstes findet und das Team, was am meistengegnerische Lebensstreifen hat Je nachdemwie schnell die erste Runde ging, wird noch eine zweite gespielt
"
Immer im Viereck;Kooperations-/ Vertrauensübungen;4 –20 Spieler*Innen;9;Seil, Augenbinden;Jeder Teilnehmer hat die Augen verbunden. Alle halten sich an einem Seil fest und müssen nun versuchen ein Quadrat zu bilden. Anschließend noch einen Kreis. Gelingt es Ihnen?Ggf. kann das Quadrat oder der Kreis auf dem Boden vorgezeichnet werden und ein Eckpunkt/Startpunkt/Ausgangspunkt festgelegt werden.
Spinnennetz;Kooperations-/ Vertrauensübungen;5-10 Spieler*Innen;9;Seile;"Aus Seilen wird ein Netz hergestellt, welches zwischen 2 Bäumen oder Pfosten gespannt wird. Es ist nun die Aufgabe, dass alle Mitglieder von der einen Seite auf die andere Seite des Netzes wechseln müssen. Natürlich darf das Netz nicht berührt werden und jede Netzöffnung darf nur einmal gewählt werden. Beim Durchgeben ist darauf zu achten, dass niemand herunterfällt.

Sinn: Gemeinsam eine Strategie entwickeln, gemeinsam das Problem angehen und lösen, keiner kann das Problem alleine bewältigen"
Aufstehen;Kooperations-/ Vertrauensübungen;Je 2 Spieler*Innen;6;Kein Material nötig;"Zwei Personen sitzen mit angewinkelten Beinen Rücken an Rücken und müssen versuchen gemeinsam aufzustehen, ohne die Arme zu Hilfe zu nehmen.

Sinn: Aufeinander abgestimmtes Handeln führt zum Ziel"
Schenkelsitzen;Kooperations-/ Vertrauensübungen;8 -15 Spieler*Innen;12;Kein Material nöig;Alle stehen ganz dicht hintereinander in einem geschlossenen Kreis. Es soll versucht werden, dass jeder sich auf die Schenkel/Knie der hinteren Person setzt. Ist gar nicht so einfach und leicht kann der ganze Kreis an irgendeiner Stelle auseinander brechen.
Murmelbahn;Kooperations-/ Vertrauensübungen;8-30 Spieler*Innen;9;Murmeln, Bahnelemente;"Die Gruppe bekommt Bahnelemente für jeden Teilnehmer. Nun bekommen sie verschiedenen Aufgaben gestellt, um die Murmelvon der einen Seite bis zu anderen zu transportieren.  Erst nur so, dass sie einGefühl bekommen,die Murmel zu transportieren. Später müssen die Teilnehmer sich wieder Hinten anreihen.

Sinn: gemeinsame Lösung eines (technischen) Problems, Kreativität, Ideenfindung"
Schreien-Gröhlen-Kreischen;Kooperations-/ Vertrauensübungen;10 –x Spieler*Innen;6;Kein Material nötig;Zwischen Mannschaft A, die sich aufgeteilt in einer Entfernung von ca. 20 Metern befindet sich Mannschaft B. Die eine Mannschaftshälfte von Gruppe A bekommt nun Begriffe gesagt, die sie der anderen Mannschaftshälfte zurufen muss. Die gegnerische Mannschaft B versucht durch lautes Geschrei dies zu verhindern. Wie viel Wörter können innerhalb einer fest definierten Zeit übermittelt werden? Anschließend wird gewechselt.
Reise nach Jerusalem mal etwas anders;Kooperations-/ Vertrauensübungen;Ab 10 Spieler*Innen;9;Stühle;"Stühle werden wie bei der Reise nach Jerusalem in einer Reihe Rücken an Rücken aufgestellt. Die Jugendlichen gehen im Kreis um die Stuhlreihe. Bei Musikstopp springt jeder auf einen Stuhl. Dabei ist es egal, ob 1, 2 oder mehr Personen auf einem Stuhl stehen. Nach jeder Runde wird ein Stuhl weggenommen. Ziel des Spiels ist es, dass alle der Gruppe auf den übrigen Stühlen Platz finden und die Gruppe gemeinsam dieses Ziel erreicht. Das Spiel ist aus, sobald einer aus der Gruppe nicht mehr auf den übrigen Stühlen gehalten werden kann.

Sinn: nur gemeinsam ist das Ziel zu erreichen, durch Zusammenhalt, durch einander Festhalten"
Besser als Eddy Murphey;Kooperations-/ Vertrauensübungen;2 Spieler*Innen;12;Kein Material nötig;"Zwei Personen sitzen sich gegenüber. Jeder hat die Aufgabe dem Gegenüber etwas zu erzählen -egal was. Nur keiner von beiden darfeine Pause einlegen, sondern muss ununterbrochen erzählen. Ausgeschieden ist die Person, die abbricht und eine Pause einlegt (Atempausen sind erlaubt).

Sinn: Manche reden gerne und lassen anderen keine Chance."
Decke drehen ;Kooperations-/ Vertrauensübungen;2-x Spieler*Innen;9;Decke ;"Die Gruppe nimmt auf einer Decke Platz. Die Decke kann ggf. soweit zusammengeschlagen werden, dass die Gruppe gerade noch so Platz hat (Schwierigkeitsgrad erhöht). Nun muss die Gruppe die Decke wenden, ohne die Decke zu verlassen.

Sinn: Gegenseitig helfen und halten, abstimmen und koordinieren"
Gordischer Knoten ;Kooperations-/ Vertrauensübungen;Ab 8 Spieler*Innen;6;Kein Material nötig;"Alle Kinder stellen sich in einem großen Kreis auf, laufen dann aufeinander zu, bis alle dicht gedrängt stehen. Dann schließen sie die Augen, und fassen mit jeder Hand ein anderes Kind. Danach muß der Knoten wieder aufgemacht werden, bis wieder ein, oder mehrere Kreise entstehen, ohne die Hände zu lösen.

Sinn:Koordination und Kommunikation führen zur Auflösung des (gordischen) Knotens"
Tic Tac Toe;Kooperations-/ Vertrauensübungen;6 Spieler*Innen;9;Stühle;"Es werden 9 Stühle aufgestellt: 3 Reihen mit jeweils 3 Stühlen. Es gibt 2 Mannschaften mit je 3 Spielern. Jetzt geht es nach Tic Tac Toe Regeln: Ein Schüler aus Mannschaft eins setzt sich auf einen Stuhl seiner Wahl, dann kommt einer aus Mannschaft 2 der das Gleiche macht. Dann wieder Mannschaft 2 usw. Wenn beide Mannschaften ihre 3 Spieler ""platziert"" haben, dürfen sie untereinander tauschen, aber immer abwechselnd Mannschaft 1 und 2! Gewonnen hat, wer als erster seine 3 Spieler in einer Reihe (senkrecht, waagrecht), oder Diagonal platziert hat. Das wichtige dabei!!!! KEINER darf ein Wortsagen auch nicht die zuschauenden Mitschüler. Und wenn ein Mitspieler etwas sagt, hat die Mannschaft verloren! Die Spieler unter sich müssen sich also mit Zeichensprache verständigen.Ist auch ein tolles Spiel um Ruhe in die Klasse zu bekommen.

Ziel: Kommunikation ohne zu reden!"
Farbquadrate;Kooperations-/ Vertrauensübungen;Max. 12 Spieler*Innen;10;Straßenkreide;"Die Gruppe sammelt sich im Startbereich, der durch eine auf den Boden aufgezeichnete Linie gekennzeichnet ist.Die Gruppe hat nun das Ziel an das Ende des vor ihnenliegenden Feldes zu gelangen. In diesem Feld sind mit Hilfeder Straßenkreide verschieden farbige Quadrate (oderKreise) aufgezeichnet. Je nach Gruppengröße sollten 3 –4Farben gewählt werden. Die Gruppe wird im Startbereich aufgeteilt. Jede dieser Kleingruppen wird nuneine dieser Farben zugeordnet. Insgesamt sollte das Feld ca. 10 Meter lang sein

Regeln:
Die Kleingruppen dürfen nurdie Kreise ihrer eigenen Farbe betreten. Es darf nicht gesprungen werden.Andersfarbige Kreise dürfen nur genutzt werden, wenn eine Person der dazugehörigen Farbe schon in diesem Kreis steht. Hierfür gibt es wieder verschiedene Varianten, die man nach eigener Einschätzung derKlasse für sich auslegen muss:Die Kreise der anderenFarben dürfen nicht berührtwerden (die Teilnehmer dürfen aber auf die Schuhebzw. Füße der in den Kreisen stehenden Personentreten)

Bei dieser Variante gibt es folgendes zu beachten:
-Schuhe könnten dreckig werden, ist mit denTeilnehmern zu klären.
-Große und schwerere Personen trauen sich nichtauf kleine Füße zu steigen, StichwortBerührungsängste
Die Kreiseder andersfarbigen Gruppe dürfen nurgenutzt werden, wenn eine Person in diesem Kreissteht. Hier gilt es zu beachten, dass man sehr genau darauf achten muss, wer wirklich nun zu der Farbe des Kreises gehört. Es wird schnell unübersichtlich undschwer kontrollierbar. Die Kreise der andersfarbeigen Gruppe dürfen nurgenutzt werden, wenn die Person in dem Kreis einenGegenstand in der Hand hält. Jede Farbe hat 1-2 dieservorher festgelegten Gegenstände in der Hand.

Varianten / Erweiterungen:

-Wenn ungefähr die Hälfte des Feldes erreicht ist, kanneine Insel eingebaut werden. FolgendeRegelerweiterungen sind denkbar:
-Sobald die erstePerson einen Fuß auf die Insel gesetzt hat, darf nicht mehr mit Worten oder Lauten kommuniziert werden.
-Da oftmals eine Gruppe ohne auf die Anderen zuachten schnell ins Ziel gelangen will, ist diese Variante sehr gut geeignet um das ThemaTeamarbeit, aufeinander achten, Egozentrismus zubesprechen. 
-Sobald die erstePerson einen Fuß von der Insel gesetzt hat, darfnicht mehr mit Worten oderLauten kommuniziert werden. Hier hätte dieGruppe Zeit um eine Planungsphase einzulegen.

"
Seildurchlauf;Kooperations-/ Vertrauensübungen;5 -35 Spieler*Innen;10;Springseil ;"2 Personen schwingen das Seil in Laufrichtung, dabei stehen sie ca. 5 Meter auseinander.Die Gruppe steht auf der einen Seite des Seiles und soll nun auf die andere Seite gelangen.Dabei gibt es folgende Stufen, bzw. Level
Stufe 1: Einzeln –Jede Person läuft für sich durch das Seil
Stufe 2: Zu zweit
Stufe 3: 2 der in Stufe 2 gebildeten Zweiergruppezusammen
Stufe 4: 2 gleich große Gruppen
Stufe 5: die gesamte Gruppe

Regeln:
-Wird das Seil berührt, müssen alle Personen zurück auf die Ausgangsseite
-Müssen die Personen die das Seil schwingen das Seil loslassen um nicht die Peron zum Fallen zu bringen, müssen alle wieder in ihre Ausgangsposition zurück

Varianten / Erweiterungen:
Weitere Möglichkeiten für die Stufen:
-Gemischtgeschlechtliche Gruppen,
-immer abwechselnd Junge –Mädchen –Junge –Mädchen, soweit wie es aufkommt.
-Bei großen Gruppen, macht es u.U. Sinn zunächst 3gleich große Gruppen bilden zu lassen, bevor sich dieGruppe in 2 Gruppen teilen soll.
"
Moorpfad;Kooperations-/ Vertrauensübungen;8 –x Spieler*Innen;8;Teppichfliesen;"Ein durch eine Start-und eine Ziellinie markiertes Feld(welches das Moor bzw. der Weg bis zur rettenden Inseldarstellt), muss von der ganzen Gruppe überquert werden. Als Hilfsmittel dienen Getränkekisten oder Teppichfliesen. Keine der Personen darf das Moorberühren bzw. aus dem Flugzeug fallen (je nachdem welche Rahmengeschichte man erzählen möchte) Die Länge des Feldes ist so zu wählen, dass selbst wenn alle Teppichfliesen bzw. Kisten aufgestellt sind, das 
gegenüberliegende Ziel noch nicht erreicht werden kann. Die Aufgabe ist geschafft, sobald die letzte Person das rettende Ziel erreicht hat.

Weitere Schwierigkeitsgrade:
• Es darf nicht gesprochen werden
• Die Teppichfliesen / Kisten müssen vollzählig auf dieandere Seite mitgebracht werden
• Zeitlimit (z.B. muss die letzte Person aus der Gruppeden Startbereich nach spät. X Minuten verlassenhaben)
• Berührt einedasMoor muss die Gruppe mit den zudiesem Zeitpunkt zur Verfügung stehenden Fliesenvon vorne beginnen
• Es gibt Augenbinden für die Person die das Moorbetreten hat
• Sobald die Kiste bzw. die Teppichfliese nichtfestgehalten wird, verliert die Gruppe dieseKiste bzw.Fliese (Hintergrund: Die Moorgeister klauen sich gernedie Kisten bzw. der Luftstrom, des Flugzeuges reißt dieTeile weg) "
Kartensortieren;Kooperations-/ Vertrauensübungen;0-x Spieler*Innen;10;Kartenspiel;"Diese Aufgabe wird gleichzeitig mehreren Kleingruppengestellt. Dabei haben sich Kleingruppen von 2 –4 Personenbewährt. Die Gruppen sitzen ca. 2 Meter von ihren Karten, die auf Tischen ausgelegt werden, entfernt.Die Karten liegen pyramidenartig aus, z.B. so:
9
Bube 10
Dame AS König

Wichtig! Die Karten liegen verdeckt aus!Ziel ist es nun, die Karten zu ordnen, sodass sie wie folgt auf dem Tisch liegen.

AS
König Dame
Bube 10 9

Regeln:
Alle Kleingruppen fangen gleichzeitig an.Die Teilnehmer kommen einer nach dem anderennach vorne. Nun hat die Person zwei Möglichkeiten:
1) Der/die Teilnehmer/-in nimmt eine Karte auf,schaut sich diese an und legt sie wieder verdecktan den Platz zurück. Diese Informationen werdender eigenen Gruppe zur Verfügung gestellt.
2) Der/dieTeilnehmer/-in vertauscht zwei der
Karten miteinander, ohne sie dabei anzuguckenSobald eine Gruppe meint die Karten richtig sortiertzu haben, wird dies dem Anleiter, der Anleiterinangezeigt. Die restlichen Gruppen können zu Endesortieren."
Stabablegen;Kooperations-/ Vertrauensübungen;Ab 8 Spieler*Innen;10;Stab oder ähnliches;"Ziel der Aufgabe ist es, den Stab auf den Boden abzulegen.Dazu stellen sich die Teilnehmenden an beiden Seiten desStabes auf und berühren diesen mit dem Zeigefinger. Dabei gelten folgende Bedingungen:
• der Stab darf nicht zwischen den Fingern eingeklemmtwerden, der Stab liegt auf den Fingern
• die Finger liegen also unterhalb des Stabes, nicht obendrauf
• der Finger der am Stab ist, darf diesen ebenfalls nichtumklammern (Finger gerade lassen)
• jede Person muss mit mindestens einem Finger amStab sein, sobald sich ein Finger vom Stab löst, ist dieAufgabe nicht geschafft

ACHTUNG !!!
Diese Aufgabe birgt erhebliches Konfliktmaterial! Nahezuimmer ist zu beobachten, dass der Stab wie von Zauberhand nach oben getragen wird. Das ist oftmals für die Teilnehmenden so unverständlich, dass die Frustrationstoleranzgrenze schnell erreicht ist!

Weitere Schwierigkeitsgrade:
• Um die Aufgabe schwierigerzu gestalten, kann amAnfang der Spielleiter mit am Stab stehen und diesenmit ein klein wenig Druck nach unten festhalten unddann das Startsignal geben. Der hierdurch von denTeilnehmer erzeugte Gegendruck bewirkt, dassder Stabaugenblicklich nach obengedrückt wird,sobald der Anleiter den Finger vom Stab nimmt.Zusätzlich können an jedes Ende zwei Ringe auf denStab gelegt werden. Wenn diese herunterfallen (z.B.weil der Stab nicht gerade abgelegt wurde), ist dieAufgabe ebenfalls nicht bewältigt."
Geheimpfad;Kooperations-/ Vertrauensübungen;0 - 99 Spieler*Innen;0;Kein Material nötig;"Auf den Boden wird ein quadratisches Gitternetz aufgemalt bzw. aufgeklebt. Die einzelnen Quadrate sind 
ungefähr gleich groß und bieten genügend Platz, damit eine Person mit beiden Füßen darinstehenkann. Bewährt hat sich ein Gitternetz von 5*6 Feldern. (Dies kann aber auch entsprechend der Gruppengröße angepasst werden) Die eine Seite des Gitternetzes ist die Startlinie, die gegenüberliegende Linie ist dasZiel. Um an das andere Ende zu gelangen, muss sich die Gruppe den Geheimpfad, der durch das Gitternetz führt, herausarbeiten.Diesen Geheimpfad kennen nur die Trainer/-in, dabei ist esratsam sich den Weg selbst auf einem Merkzettel aufzuzeichnen! Am Ende muss die ganze Gruppe das Ziel erreicht haben

Generelle Regel:
Nur eine Person aus der Gruppe darf an die Startlinie treten undeines der Felder ausprobieren. Ist das richtige Feld ausgewählt, darf die Person ein weiteres Feld versuchen heraus zu finden. Sobald sie in ein falsches Feldtritt, muss sie den Geheimpfad verlassen. Es gibt immer nur die Möglichkeit geradeaus, links, oder rechts zu gehen. (Dies kann natürlich auch angepasst werden, erhöht aber den Schwierigkeitsgrad)

Varianten zur Gruppe:
a) Die Gruppe darf sich um das Feld herum aufstellen unddirekt helfen.
b) Die Gruppe muss sich im Nebenraum aufhalten und eskommt immer nur eine Person zum Feld.
Zu a: Hier kann man sich wiederrum entscheiden. Darf dieGruppe per Sprache Hilfestellung geben (leichtere Variante),oder hat sie lediglich eine gewisse Zeit zur Planung und mussdann während der Aktion still sein?Zu b: Geht unter Umständen nur, wenn man zu zweit anleitenkann und die Gruppe im Nebenraum beaufsichtigt werden kann.Auch hier darf man sich entschieden ob die Gruppe sichHilfestellung, z.B: Blatt Papier und Stift holt, oder diesesuntersagt ist (schwierigste Variante)

Variante zum Umgang mit Fehlversuchen:
-Es wird ein falsches Feld betreten, welches aber schon alsfalsches Feld bekannt war.
-Generell sollte bei der Variante a (s. oben) etwas weniger
Spielraum im Umgang mit Fehlversuchen gewählt werden.

Hier einige Möglichkeiten:
a) Es gibt bei Fehlversuchen keine weiteren Konsequenzen
(außer der, dass die Person aus dem Labyrinth herausmuss.)
b) Pro Fehlversuch bekommt die Gruppe einen Strich beieinem Strichmännchen. Sobald es hängt, hat die Gruppedie Aufgabe verloren.
c) Speziell für die Variante, wenn die Gruppe per Sprachehelfen darf. Es gibt nur einen Fehlversuch.
Sollte dir Gruppe scheitern, gibt es die Möglichkeit nachBesprechung über die Gründe einen weiteren Besuch zurVerfügung zu stellen. Bedingung hierbei, es gibt einen neuen Weg der heraus zu finden ist.
"
Gemeinsamer Kreis;Kooperations-/ Vertrauensübungen;0-x Spieler*Innen;6;Kein Material nötig;Eignet sich besonders, wenn man einer Gruppe etwas im Kreis erklären möchte. Der Gruppenleiterläuft an eine Stelle und zählt bis 10 herunter. Bei 0 sollten die Kinder in einem schönen Kreis stehen. Wenn es beim ersten Mal nicht klappt, dann läuftder Gruppenleiteran eine andere Stelle und zählt erneut runter.
Bäume wieder erkennen;Kooperations-/ Vertrauensübungen;2-x Spieler*Innen;9;Augenbinden;Die Teilnehmer finden sich immer zu zwei zusammen. Eine Person bekommt die Augen verbunden, die andere führt die blinde Person nun zu einem Baum. Die blinde Person soll den Baum so gut abtasten, wie es geht, denn Sie soll am Schluss ihren Baum wiederfinden können.
Hula-Hoop-Kreis;Kooperations-/ Vertrauensübungen;8 –x Spieler*Innen;9;Ein Hula-Hoop-Reifen, ein Seil;Die Gruppe stehtin einem Kreis und hält mit beiden Händen das Seil fest. Der Gruppenleiter*in spannt nun an einer Stelle den Hula-Hoopreifen ein. Die Aufgabe für die Teilnehmer*in ist es ,den Reifen weiter zu transportieren, ohne die Hände vom Seil zu nehmen (sie müssen durch den Reifen steigen). Nach dem die Gruppe ein Gefühl dafür bekommen hat, kann man einen zweiten Reifen einspannen und dieser soll den ersten, etwas gewanderten Reifen einholen.
Verschiebeaufgabe;Kooperations-/ Vertrauensübungen;Max. 8  Spieler*Innen;9;Tape, Fliese;"Mit Tape wird ein Quadrat mit 9 kleinen Feldern aufgeklebt. Jedes Feld hat eine Teppichfliese mit einem Namen drauf geklebt darunter. Die Teilnehmer stellen 
sich jetzt jeweils in ein kleines Kästchen rein. Einssollte leer bleiben. Jetzt läuft es so ab, dass immer nur ein direkter Nachbar auf das leere Feld kann und guckenkann welcher Name auf der Fliese steht. Das Ziel ist es, alleTeilnehmer auf ihre Fliesen zu bekommen."
Gebete am Morgen 1;Gebete;0;0;Kein Material nötig;"Lieber Gott, jeden Tag sind wir mit vielen Kindern in unserer Gruppe zusammen. Am Anfang kannten wir uns kaum, aber jetzt sind wir richtige Freunde geworden.

Freunde spielen miteinander, Freunde helfen sich auch, Freunde teilen miteinander, Freunde sind gut zueinander. Hilf uns, dass wir immer Freunde bleiben können.

Amen"
Gebete am Morgen 2;Gebete;0;0;Kein Material nötig;"Wie fröhlich bin ich aufgewacht,
  hab gut geschlafen die ganze Nacht.
 Hab Dank im Himmel, du Vater mein,
dass du hast wollen bei mir sein.
Bleib du bei mir auch diesen Tag,
 dass mir kein Leid geschehen mag.
 
Amen. "
Gebete am Morgen 3;Gebete;0;0;Kein Material nötig;"Guter Gott, ein neuer Tag fängt an.  Ich möchte tun, was du willst.  Ich möchte mit meinen Freunden ohne Streit spielen. Ich möchte, dass viele Menschen nett zueinander sind.  Hilf mir, lieber Gott, gut zu sein!

Amen"
Gebete am Morgen 4;Gebete;0;0;Kein Material ntig;"Lieber Gott, ich danke dir für den neuen Tag.
Ich bin gesund aufgewacht.
Lass mich heute viel Freude mit  
-meinen Freunden  
-meiner Freizeit
-meiner Gruppe haben.
Hilf mir, dass ich mich mit allen, die ich treffe, gut vertrage!
Bleibe bei mir und beschütze mich!
Danke schön, lieber Gott! 
Amen."
Gebete am Morgen 5;Gebete;0;0;Kein Material nötig;"Lieber Gott, lass mich heute froh gelaunt und glücklich sein und leuchte du mit deiner Freude mitten in mein Herz hinein! 
Amen."
Gebete am Morgen;Gebete;0;0;Kein Material nötig;"Guten Morgen lieber Gott, gib uns heute unser Brot. 
Lass uns lachen und nicht weinen; Lasse deine Sonne scheinen –bis in unser Herz hinein. Lass uns immer fröhlich sein. 
Amen."
Gebete am Abend;Gebete;0;0;Kein Material nötig;"Herr, bleibe bei uns, denn es will Abend werden und der Tag hat sich geneigt! Du bist mein Trost, wenn Träume mich erschrecken und ängstigen.  Sei besonders jenen nahe, die in dieser Nacht deine Hilfe brauchen: die Einsamen, die Verzweifelten, die Kranken, die Sterbenden.  Herr, bleibe bei uns,in dieser Nacht, in Zeit und Ewigkeit. 
Amen."
Gebete am Abend 1;Gebete;0;0;Kein Material nötig;"Herr, mein Gott, ich danke Dir für diesen Tag. 
Alles Schöne, Erfreuliche und Gute hast Du mir geschenkt, ohne dass ich es wirklich verdient hätte.
Vielen Dank.
Nun liegt vor mir die Nacht und dahinter derneue Tag.
Lass mich gut ruhen, neue Kraft sammeln um morgen ausgeschlafen in den neuen Tag zu starten.

Amen."
Gebete am Abend 2;Gebete;0;0;Kein Material nötig;"Wenn ich abends zu Bette geh,
14 Englein bei mir steh ?n.
Zwei zu meiner rechten Seite,
Zwei zu meiner linken Seite,  
Zwei zu meinemHaupte, 
Zwei zu meinen Füßen,
Zwei die mich decken,
Zwei die mich wecken,
Zwei die mich führen in das himmlische Paradies.

Amen."
Gebete am Abend 3;Gebete;0;0;Kein Material nötig;"Herr, der Tag geht zu Ende.
Ich blicke zurück auf die Menschen in den Straßen, auf die Menschen in den
Zimmern, auf die Menschen an den Tischen.
Ich habe mit ihnen gesprochen, habe gelächelt.
Ich habe mit ihnen gearbeitet und gegessen. 
Ich bin ihnen begegnet und wohl auch auf die Nerven gegangen.
Ich habe sie gereizt, getröstet, geliebt. 
Das alles, Herr, habe ich Menschen getan; das alles, Herr, habe ich dir getan. 
Vergib mir, tröste mich, bleibe bei mir.

Amen."
Tischgebete 0;Gebete;0;0;Kein Material nötig;"Wenn  wir  beieinandersitzen,  nicht  mehr  durch  das  Zimmer  flitzen  schnuppern  wir  die Frühstücks-/ Mittags-/ Abendbrotzeit und die Teller stehen bereit. Wer noch laut war, ist jetzt still, weil ein jeder essen will. 

Amen."
Tischgebete 1;Gebete;0;0;Kein Material ntig;"Jedes Tierlein hat zu essen, jedes Blümlein trinkt von dir.
 Hast auch mich heut nicht vergessen, lieber Gott, ich danke dir.

Amen."
Tischgebete 2;Gebete;0;0;Kein Material nötig;"Wir danken all denen, die den Tisch gedeckt, 
und wir danken Gott, der hinter all dem steckt.
Du bist ein Gott, dem man danken kann, und jetzt fangen wir zu essen an.

Amen."
Tschgebete 3;Gebete;0;0;Kein Material nötig;"Herr Jesus Christus, Du hast mit deinen Jüngern gegessen und an vielen Tischen gesessen. 
Du hast dich auch hier und jetzt unsichtbar zu uns gesetzt.
Dankbar nehmen wir die Gaben von dir an.
Segne das zubereitete Essen, das du uns aus Liebe immer wieder schenkst.
Dir sei Dank in Ewigkeit.

Amen."
Tischgebete 4;Gebete;0;0;Kein Material nötig ;"Guter Gott, wir sitzen am gedeckten Tisch. Du sorgst dich um uns, begleitest unsere Tischgemeinschaft. Nicht nur an diesem Morgen,sondern an jedem Tag. Dafür möchten wir dir danken. 

Amen."
Tischgebet 5;Gebete;0;0;Kein Material nötig;"Guter Gott, durch deine Güte leben wir, und was wir haben, kommt von dir. Drum lass uns auch an andre denken, von deinen Gaben weiterschenken. Gott, lass uns dankbar essen und trinken, damit wir Kraft haben, Gutes zu tun. 

Amen."
Tischgebete 6;Gebete;0;0;Kein Material nötig;"Du hast uns als Menschen geschaffen, damit wir einander helfen im Leben.  Du hast Nahrung geschaffen, um uns dadurch Energie zu geben.   Für Deine Gegenwart an diesen Morgen, für allen Segen, offen und verborgen, für diese Speise sei Dir Lob und Preis.

Amen."
Tischgebete 7;Gebete;0;0;Kein Material nötig;"Du gibst uns, Herr,durch Speis und Trank Gesundheit, Kraft und Leben.  So nehmen wir mit Lob und Dank, das, was du jetzt gegeben. 

Amen."
Persönliche Gebete 0;Gebete;0;0;Kein Material nötig;"Freunde und Freundinnen leben miteinander und füreinander.  Sie  freuen  sich  aneinander  und  helfen  sich  gegenseitig.  Ein  treuer  Freund,  eine  treue Freundin, ist mehr wert als Gold und Silber. 

Wahre  Freundschaft  ist  unbezahlbar.  Jesus,  der  beste  Freund  aller  Menschen,  ist  uns immer treu. 
Hilf mir, Gott, immer ein guter Freund zu sein. 

Amen."
Persönliche Gebete 1;Gebete;0;0;Kein Material nötig;"ch danke dir, Gott, dass ich Freunde habe. Ich danke dir für das Spiel, den Spaß und die Feste. Ich danke dir für meinen besten Freund. Ich will auch ein guter Freund sein. 

Amen."
